1447181470339059714;2021-10-10 12:45:24+00:00;Check out my latest article: Eine Digitalisierungsstrategie entwickeln als KMU und mit Agile Mindset… https://t.co/7TBzRgQWqe;None
1441528359695966210;2021-09-24 22:21:57+00:00;"Reisen bildet: Es gibt nicht nur ""die"" Freiheitsstatue; (auch Google Bilder liefert nur die bekannten Bilder). Auf… https://t.co/VL97pnPxY8";None
1441523305723334657;2021-09-24 22:01:52+00:00;"Neue Sprache lernen stand weit zukünftig in meinem MySevenYearPlan (https://t.co/CYLHHCPFFe). ""Due to recent major… https://t.co/PHqmqDVVrk";None
1440270001714262017;2021-09-21 11:01:41+00:00;"Beeindruckend-hörenswert-inspirierend, wen @time4youGmbH alles vor Linse&amp;Mikrofon holt, zuletzt J. Vidarte, General… https://t.co/nbePqvH2DF";None
1440012405216514049;2021-09-20 17:58:06+00:00;"Ist ""Remote first"" wirklich der Königsweg für die Arbeitsortreglungen? Studienergebnisse wie diese erwarte ich noch… https://t.co/VD9C4Jc2Yi";None
1438776012653973507;2021-09-17 08:05:07+00:00;"Wollen Sie hauptsächlich zu Hause (weiter) arbeiten? Das hängt ja auch von der Bürogestaltung ab. Meine Kolumne: ""A… https://t.co/2caiCqIyt5";None
1438771231856201734;2021-09-17 07:46:07+00:00;"Sie möchten Ihren Schüler/inn/en Kommunikation&amp;Präsentation mit Storytelling und digitalen Medien ermöglichen? Hier… https://t.co/XJHeBBorL8";None
1435671324375060488;2021-09-08 18:28:11+00:00;Milano Design Week hat auch abseits der Showrooms was zu entdecken, wie hier Verkehrsschilder im Brera Viertel. https://t.co/8xYuMctAXc;None
1434794834456371202;2021-09-06 08:25:20+00:00;addendum habe ich vermisst. Nun seit Sept. ein neues vielversprechendes Medienprodukt: Fakten - Vestehen - Handeln,… https://t.co/hkpfMPAnjZ;None
1394902679848165379;2021-05-19 06:28:09+00:00;Heute + morgen je ab 15 Uhr pitchen die insgesamt 15 Award-Nominees für die Smart-IoT- und Mobile Business Awards.… https://t.co/NWgkvxnxNw;None
1375368766322843650;2021-03-26 08:47:21+00:00;Mit Bücherregal als Video-Hintergrund schneidet man bei Persönlichkeitsmerkmals-Einschätzungen besser ab - bei eine… https://t.co/afOVs7yRED;None
1375053151171080192;2021-03-25 11:53:13+00:00;Welche Jugendliche hätten nicht gerne ein selbst gestaltetes LED-TShirt? Das @smartfeld SmartTShirt-Projekt ist nun… https://t.co/jrs8F4u88G;None
1374664055894519819;2021-03-24 10:07:05+00:00;War noch ein wenig unschlüssig, ob Golf wirklich ein Sport für mich ist, den ich lernen will. Die 2 Bilder im FJ-21… https://t.co/ch97sJHaA3;None
1370418364129107972;2021-03-12 16:56:13+00:00;Mein Sprachassistent Google Home versteht mich in jüngster Zeit schlechter als auch schon - können Algorithem an Zu… https://t.co/Urq1nOn0n2;None
1368645725064683520;2021-03-07 19:32:23+00:00;Was kommt nach Notebooks, Tablets und Smartphones? Die 3-te Generation des Personal Computing - mit Mixed Reality.… https://t.co/sBgjVhbwSC;None
1367367810524061701;2021-03-04 06:54:25+00:00;Wüstensand aus Afrika auf Schnee in den Schweizer Alpen. Die Natur ist auf Vereinigung +Überwinden von Grenzen aus.… https://t.co/T3aJVshJsT;None
1365336511902846977;2021-02-26 16:22:45+00:00;Stolz auf Ihre Mobile Solution oder IoT-Solution? Dann wird es Zeit für eine Einreichung zu den beiden Awards - Fri… https://t.co/iUGYTjMe89;None
1365335521942269960;2021-02-26 16:18:49+00:00;Stimme zu! Dass jede/r Content beitragen kann, darf nicht Assoziationen zu Littering oder Messie-tum wecken. Meine… https://t.co/q88ePwp5PT;None
1362809181355540481;2021-02-19 17:00:03+00:00;Mal wieder Gänsehaut gekriegt, gestern #PerseveranceMars  die 7 minutes of terror mitverfolgt (Hintergrundinfos hie… https://t.co/jSoKTi4uzw;None
1362807947227717632;2021-02-19 16:55:09+00:00;@sms2sms Oh, habe ich jemanden beleidigt? Ja, gerne. Dann verstehe ich, was du meinst. (Die Kolumnen schreibe ich j… https://t.co/45yjo2Mfvf;1362801716706615299
1362807947227717632;2021-02-19 16:55:09+00:00;@sms2sms Oh, habe ich jemanden beleidigt? Ja, gerne. Dann verstehe ich, was du meinst. (Die Kolumnen schreibe ich j… https://t.co/45yjo2Mfvf;1362801716706615299
1347589323718324226;2021-01-08 17:01:46+00:00;Vorerst auf Eis gelegt: Twitter hat bei mir als Arbeitsmittel an Bedeutung verloren, ist mir aufgefallen. Es ist ka… https://t.co/Gc9RDcScAa;None
1340267058106384385;2020-12-19 12:05:42+00:00;@LAZuoz Quelle: S. 106f. Engadin Magazin Nr 3. 2020 (Text Karl Grauhans);1340266412414275584
1340266412414275584;2020-12-19 12:03:08+00:00;Was sagt einem das? Im Lageplan Lyceum Zuoz heissen Schülerinnen: Mädchen und ältere Mädchen (auch Volljährige?). S… https://t.co/h9BikmYFPE;None
1339312698279014401;2020-12-16 20:53:25+00:00;"Mal wieder ein für mich neues Wort in Schweizerdeutsch gelernt: ""Sterneliwerfer"". Was das ist? Na - eine Wunderkerz… https://t.co/5rhs6ajmJ7";None
1339200054121426946;2020-12-16 13:25:48+00:00;"Schon 1925 erfunden - Multifunktionsmaske fürs Büro. Hogo Gernsback's ""The Isolator"". Dazu meine Dez.-Kolumne:… https://t.co/1g8JP6nGEc";None
1339178627389337601;2020-12-16 12:00:40+00:00;Nächstes Jahr an Ihrem Zukunftstag (oder Digitaltag): Schüler/innen mit Digital Storytelling über das Erlebte erzäh… https://t.co/Y19PxOgdts;None
1338237073644548099;2020-12-13 21:39:16+00:00;@WolfieChristl @RobertHarm This is not LEARNING Analytics.;1338165285799538690
1338232728031031296;2020-12-13 21:22:00+00:00;@sms2sms Ja, und auch das erste viable  (Zwischen)Ergebnis wäre etwas, das viele herbei sehnen. Ich behalte es im S… https://t.co/7DtQPKRr89;1338046551042777088
1337858063747993603;2020-12-12 20:33:13+00:00;Sogenannte Hybrid-Formate sind uns aus der Lehre inzwischen geläufig. Auch bei Weihnachtskarten geht so ein Mix. Ka… https://t.co/fa38dxuvO6;None
1335557527912804354;2020-12-06 12:11:42+00:00;"Interessante Aussage von Beraterin Susanne Merg (merg-and-more) über Zusammenarbeit: (Addierung) ""es ist ja schon s… https://t.co/3vJOFkunle";None
1334597891218944009;2020-12-03 20:38:27+00:00;"@lress ... und dazu Schmuck (aus der Versenkung holen), der fürs Büro ""too much"" wäre, dazu ordentlich Parfüm: tun das Übrige";1334380497141690369
1330836609181372417;2020-11-23 11:32:28+00:00;In Zeiten von Einschränkungen und gestrichenen Plänen kann man auch das Multiptionsproblem haben. Dazu meine Nov-Ko… https://t.co/ygZ2JItgFq;None
1326471314824175616;2020-11-11 10:26:20+00:00;Patrick Merke spricht mit #LearningInsights über die IFIDZ Metastudie zu Kompetenzen, die Führungskräfte im Digital… https://t.co/kkHmD5BUla;None
1325524531109302272;2020-11-08 19:44:09+00:00;@SteveWheeler Donut in the sky with ...;1325448504756621313
1325165980201361409;2020-11-07 19:59:24+00:00;Mal weg von allem. Bäume wie in Sync, trotz mehr als Mindestabstand . (Hochmoor Rothenthurm). https://t.co/u1uj69iOfb;None
1325161491956379649;2020-11-07 19:41:34+00:00;@barbarajosef Von so souveränem appellativen Humor brauchen wir mehr, und regelmässig, topp! 🎇😁;1324713957131718659
1318489661124337664;2020-10-20 09:50:06+00:00;"Mein liebstes, und weitere, Retusche-Tools - zu finden in meiner Oktober-Kolumne: ""Digitaler Maulkorb""… https://t.co/vEPYtBZ6cF";None
1317201840187080704;2020-10-16 20:32:45+00:00;Ein Digitaler Maulkorb für hate speech - tolle Sache: https://t.co/0k35Le2BDq. Hier zum Ausprobieren: https://t.co/C4z0Z75neT;None
1312316911259090944;2020-10-03 09:01:47+00:00;@sms2sms @NSAGov Hoi Stefan, Danke: Meine Entscheidung dann: Dein Feedback unter 4-6 Augen, nicht internetöffentlic… https://t.co/X3EyL7EBKw;1312108312452710402
